metric,accuracy,macro_f1,n_examples,accuracy_pct,macro_f1_pct
PER_STEP_FAMILY,0.5208333333333334,0.5228729643706931,288,52.08,52.29
K2_FAMILY,0.3298611111111111,0.3462895634049719,288,32.99,34.63
ADAPTIVE_K2_FAMILY,0.3298611111111111,0.3462895634049719,288,32.99,34.63
PER_STEP_ROUTE_PROBE,0.4131944444444444,0.40263242795851495,288,41.32,40.26
K2_ROUTE_PROBE,0.24305555555555555,0.25069875260340746,288,24.31,25.07
ADAPTIVE_K2_ROUTE_PROBE,0.24305555555555555,0.25069875260340746,288,24.31,25.07
