artifact_id,file_name,ext,bytes,modified_utc,sha256_12,category,subtype,experiment_family
cil-0251-weight-shadow-trace-matrix-2026-,Weight-Shadow-Trace-Matrix-2026-03-29l.md,.md,1162,2026-03-29T16:36:22.193099+00:00,129dc49988cd,document,markdown,misc
cil-0252-weight-source-thread-genealogy-2,Weight-Source-Thread-Genealogy-2026-03-29a.md,.md,2725,2026-03-29T16:36:26.782497+00:00,a9afa6f86c38,document,markdown,misc
cil-0253-weight-thesis-research-crosswalk,Weight_Thesis_Research_Crosswalk_2026-03-28.md,.md,12882,2026-03-29T16:36:27.174515+00:00,c855455bbac7,document,markdown,misc
cil-0254-forge-model-weight-consumption,forge (model weight consumption).zip,.zip,110359,2026-03-29T16:36:26.609063+00:00,50b1f65ad675,package,zip_bundle,misc
cil-0255-pagesaver-13,pagesaver(13).md,.md,11328,2026-03-29T16:36:22.306943+00:00,a52c02902f05,document,markdown,misc
cil-0256-tq2-reference-semantics-2026-03-,tq2_reference_semantics_2026-03-29d.py,.py,10395,2026-03-29T16:38:21.093782+00:00,3cd98a7cbd7b,other,py,misc
cil-0257-tq2-reference-semantics-demo-out,tq2_reference_semantics_demo_outputs_2026-03-29d.json,.json,35021,2026-03-29T16:38:20.977654+00:00,5213330fc959,result,json,misc
cil-0258-tq2-reference-semantics-v2-2026-,tq2_reference_semantics_v2_2026-03-29e.py,.py,10036,2026-03-29T16:36:25.032343+00:00,86e758d5da61,other,py,misc
cil-0259-tq2-reference-semantics-v3-2026-,tq2_reference_semantics_v3_2026-03-29f.py,.py,1984,2026-03-29T16:38:20.521819+00:00,e0dad55c8c85,other,py,misc
cil-0260-tq2-substrate-probe-results,tq2_substrate_probe_results.csv,.csv,654,2026-03-29T16:38:21.161221+00:00,3bb27b645abd,result,table_csv,misc
cil-0261-z80ai-main,z80ai-main.zip,.zip,340447,2026-03-29T16:36:26.208110+00:00,872d0d350109,package,zip_bundle,misc
cil-0262-z80ai-main-monolith-1,z80ai-main_MONOLITH (1).pdf,.pdf,883306,2026-03-29T16:36:26.150257+00:00,85b03b0020e1,other,pdf,misc
cil-0263-z80ai-main-monolith,z80ai-main_MONOLITH.md,.md,929624,2026-03-29T16:36:27.050035+00:00,7cba26eec9b1,document,markdown,misc
cil-0264-z80ai-main-monolith,z80ai-main_MONOLITH.pdf,.pdf,883306,2026-03-29T16:36:26.112611+00:00,85b03b0020e1,other,pdf,misc
